"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
"1206","2015-01-16 21:34:37","2015-01-16 21:54:43","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","660","Subscriber",\N,"0"
"597","2015-01-16 21:42:48","2015-01-16 21:52:45","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","914","Subscriber","1992","1"
"327","2015-01-16 21:44:29","2015-01-16 21:49:57","115","Porter Square Station","42.387995","-71.119084","140","Danehy Park","42.388966","-71.132788","742","Subscriber","1984","1"
"1108","2015-01-16 21:49:04","2015-01-16 22:07:33","107","Ames St at Main St","42.3625","-71.08822","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","759","Subscriber","1986","1"
"404","2015-01-16 22:02:42","2015-01-16 22:09:27","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","772","Customer","1983","1"
"221","2015-01-16 22:32:53","2015-01-16 22:36:35","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","800","Subscriber","1992","1"
"369","2015-01-16 22:41:19","2015-01-16 22:47:29","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1297","Subscriber","1992","1"
"480","2015-01-16 22:49:48","2015-01-16 22:57:48","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","744","Subscriber","1988","2"
"554","2015-01-16 22:52:19","2015-01-16 23:01:34","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","1299","Subscriber","1991","2"
"556","2015-01-16 23:16:35","2015-01-16 23:25:51","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","1111","Subscriber","1987","1"
"400","2015-01-16 23:20:20","2015-01-16 23:27:00","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","1290","Customer","1984","1"
"261","2015-01-17 01:31:09","2015-01-17 01:35:31","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","1303","Subscriber","1979","1"
"521","2015-01-17 02:17:33","2015-01-17 02:26:15","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","1290","Customer","1984","1"
"482","2015-01-17 02:30:56","2015-01-17 02:38:59","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","1140","Subscriber","1984","1"
"361","2015-01-17 03:45:49","2015-01-17 03:51:51","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","759","Subscriber","1990","1"
"401","2015-01-17 05:58:16","2015-01-17 06:04:58","107","Ames St at Main St","42.3625","-71.08822","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","707","Subscriber","1986","1"
"381","2015-01-17 06:25:38","2015-01-17 06:31:59","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","1046","Subscriber","1988","1"
"242","2015-01-17 07:46:54","2015-01-17 07:50:57","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","803","Subscriber","1989","1"
"294","2015-01-17 08:04:29","2015-01-17 08:09:23","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","70","Harvard Kennedy School at Bennett St / Eliot St","42.371196","-71.121473","648","Subscriber","1986","1"
"236","2015-01-17 08:33:53","2015-01-17 08:37:49","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","932","Subscriber","1994","1"
"426","2015-01-17 08:41:39","2015-01-17 08:48:46","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","141","Kendall Street","42.363560158429884","-71.08216792345047","854","Customer","1989","1"
"416","2015-01-17 08:47:59","2015-01-17 08:54:56","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1298","Subscriber","1981","2"
"224","2015-01-17 08:48:36","2015-01-17 08:52:20","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","1268","Subscriber","1994","1"
"373","2015-01-17 08:55:28","2015-01-17 09:01:42","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","70","Harvard Kennedy School at Bennett St / Eliot St","42.371196","-71.121473","709","Subscriber","1981","1"
"273","2015-01-17 09:05:30","2015-01-17 09:10:04","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","1086","Subscriber","1984","1"
"303","2015-01-17 09:12:29","2015-01-17 09:17:32","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","887","Customer","1991","2"
"1300","2015-01-17 09:26:23","2015-01-17 09:48:03","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","877","Subscriber","1982","1"
"392","2015-01-17 09:33:06","2015-01-17 09:39:38","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","1171","Subscriber","1977","1"
"2164","2015-01-17 09:33:45","2015-01-17 10:09:50","107","Ames St at Main St","42.3625","-71.08822","143","EF - North Point Park","42.369885","-71.069957","1079","Subscriber","1986","2"
"373","2015-01-17 09:33:56","2015-01-17 09:40:10","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","679","Subscriber","1989","1"
"446","2015-01-17 09:40:06","2015-01-17 09:47:32","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","117","Binney St / Sixth St","42.366095","-71.086388","683","Customer","1986","2"
"469","2015-01-17 10:08:55","2015-01-17 10:16:44","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","1006","Subscriber","1981","2"
"293","2015-01-17 10:09:22","2015-01-17 10:14:15","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","759","Subscriber","1990","1"
"389","2015-01-17 10:24:41","2015-01-17 10:31:10","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","662","Subscriber","1980","1"
"293","2015-01-17 10:25:50","2015-01-17 10:30:43","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1081","Subscriber","1988","1"
"558","2015-01-17 10:26:38","2015-01-17 10:35:56","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","890","Subscriber","1985","2"
"404","2015-01-17 10:31:31","2015-01-17 10:38:15","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","967","Subscriber","1990","2"
"242","2015-01-17 10:39:28","2015-01-17 10:43:30","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","908","Subscriber","1979","1"
"471","2015-01-17 10:43:30","2015-01-17 10:51:21","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","1289","Subscriber","1980","1"
"235","2015-01-17 10:54:14","2015-01-17 10:58:10","107","Ames St at Main St","42.3625","-71.08822","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","990","Subscriber","1985","1"
"3775","2015-01-17 10:55:37","2015-01-17 11:58:33","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","958","Subscriber",\N,"0"
"631","2015-01-17 10:59:11","2015-01-17 11:09:42","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","1076","Customer","1957","2"
"802","2015-01-17 10:59:53","2015-01-17 11:13:15","115","Porter Square Station","42.387995","-71.119084","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","1271","Subscriber","1981","1"
"703","2015-01-17 11:00:00","2015-01-17 11:11:44","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","115","Porter Square Station","42.387995","-71.119084","874","Subscriber","1986","1"
"503","2015-01-17 11:15:27","2015-01-17 11:23:51","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","1277","Customer","1979","1"
"255","2015-01-17 11:15:40","2015-01-17 11:19:56","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","665","Customer","1983","1"
"249","2015-01-17 11:23:49","2015-01-17 11:27:59","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","107","Ames St at Main St","42.3625","-71.08822","1303","Subscriber","1991","2"
"302","2015-01-17 11:36:22","2015-01-17 11:41:24","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","999","Subscriber","1990","1"
"250","2015-01-17 11:40:47","2015-01-17 11:44:58","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","662","Subscriber","1988","1"
"352","2015-01-17 11:45:50","2015-01-17 11:51:43","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","1304","Subscriber","1988","2"
"635","2015-01-17 11:55:08","2015-01-17 12:05:44","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","864","Customer","1984","1"
"181","2015-01-17 11:58:02","2015-01-17 12:01:04","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","107","Ames St at Main St","42.3625","-71.08822","679","Customer","1980","1"
"310","2015-01-17 11:59:30","2015-01-17 12:04:41","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","662","Subscriber","1988","1"
"401","2015-01-17 12:05:18","2015-01-17 12:11:59","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","1289","Subscriber","1992","1"
"251","2015-01-17 12:08:18","2015-01-17 12:12:30","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","957","Customer","1985","1"
"280","2015-01-17 12:11:03","2015-01-17 12:15:43","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","890","Customer","1991","1"
"231","2015-01-17 12:17:21","2015-01-17 12:21:13","107","Ames St at Main St","42.3625","-71.08822","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","956","Subscriber","1985","1"
"238","2015-01-17 12:30:59","2015-01-17 12:34:58","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","115","Porter Square Station","42.387995","-71.119084","880","Customer","1991","1"
"350","2015-01-17 12:32:43","2015-01-17 12:38:33","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","107","Ames St at Main St","42.3625","-71.08822","1308","Subscriber","1979","1"
"588","2015-01-17 12:38:31","2015-01-17 12:48:19","115","Porter Square Station","42.387995","-71.119084","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","880","Subscriber","1988","1"
"306","2015-01-17 12:41:27","2015-01-17 12:46:34","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","107","Ames St at Main St","42.3625","-71.08822","990","Subscriber","1985","1"
"2310","2015-01-17 12:42:48","2015-01-17 13:21:18","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","115","Porter Square Station","42.387995","-71.119084","1103","Subscriber",\N,"0"
"276","2015-01-17 12:43:02","2015-01-17 12:47:39","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1290","Subscriber","1990","2"
"1608","2015-01-17 12:53:26","2015-01-17 13:20:14","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","1304","Subscriber",\N,"0"
"1654","2015-01-17 12:52:12","2015-01-17 13:19:47","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","1076","Subscriber",\N,"0"
"234","2015-01-17 12:52:28","2015-01-17 12:56:22","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","887","Customer","1991","2"
"329","2015-01-17 12:53:57","2015-01-17 12:59:27","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","1087","Customer","1986","1"
"350","2015-01-17 12:55:05","2015-01-17 13:00:55","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1324","Subscriber","1995","1"
"363","2015-01-17 12:57:04","2015-01-17 13:03:08","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","752","Subscriber","1980","1"
"363","2015-01-17 12:58:33","2015-01-17 13:04:36","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","782","Subscriber","1990","1"
"952","2015-01-17 13:00:51","2015-01-17 13:16:43","115","Porter Square Station","42.387995","-71.119084","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","751","Subscriber","1987","1"
"328","2015-01-17 13:01:33","2015-01-17 13:07:02","115","Porter Square Station","42.387995","-71.119084","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","909","Customer","1991","1"
"421","2015-01-17 13:10:44","2015-01-17 13:17:46","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","1324","Subscriber","1995","1"
"421","2015-01-17 13:23:09","2015-01-17 13:30:11","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","107","Ames St at Main St","42.3625","-71.08822","1277","Customer","1979","1"
"761","2015-01-17 13:30:50","2015-01-17 13:43:32","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","1109","Customer","1986","1"
"421","2015-01-17 13:32:30","2015-01-17 13:39:32","107","Ames St at Main St","42.3625","-71.08822","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1303","Subscriber","1987","2"
"268","2015-01-17 13:34:05","2015-01-17 13:38:34","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","1093","Subscriber","1987","1"
"804","2015-01-17 13:34:46","2015-01-17 13:48:10","90","Lechmere Station at Cambridge St / First St","42.370677","-71.076529","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","842","Subscriber","1983","2"
"581","2015-01-17 13:39:39","2015-01-17 13:49:20","90","Lechmere Station at Cambridge St / First St","42.370677","-71.076529","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","674","Subscriber","1988","1"
"557","2015-01-17 13:43:55","2015-01-17 13:53:12","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","798","Subscriber","1983","2"
"812","2015-01-17 13:44:02","2015-01-17 13:57:35","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","97","Harvard University River Houses at DeWolfe St / Cowperthwaite St","42.36919031768079","-71.11714124679565","662","Subscriber","1988","1"
"252","2015-01-17 13:45:20","2015-01-17 13:49:32","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","1305","Customer","1990","1"
"252","2015-01-17 13:45:42","2015-01-17 13:49:54","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","659","Customer","1992","2"
"544","2015-01-17 13:49:28","2015-01-17 13:58:32","115","Porter Square Station","42.387995","-71.119084","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","874","Subscriber","1985","1"
"282","2015-01-17 13:52:39","2015-01-17 13:57:22","107","Ames St at Main St","42.3625","-71.08822","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","679","Subscriber","1989","1"
"308","2015-01-17 13:54:00","2015-01-17 13:59:08","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1086","Subscriber","1991","1"
"163508","2015-01-17 13:55:59","2015-01-19 11:21:08","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1","18 Dorrance Warehouse","42.387151","-71.075978","956","Subscriber","1985","1"
"220","2015-01-17 13:57:35","2015-01-17 14:01:15","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","666","Subscriber","1989","1"
"207","2015-01-17 14:03:48","2015-01-17 14:07:15","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","786","Customer","1962","2"
"496","2015-01-17 14:16:59","2015-01-17 14:25:16","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","97","Harvard University River Houses at DeWolfe St / Cowperthwaite St","42.36919031768079","-71.11714124679565","1087","Subscriber","1965","1"
"1225","2015-01-17 14:17:42","2015-01-17 14:38:08","90","Lechmere Station at Cambridge St / First St","42.370677","-71.076529","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1083","Subscriber","1995","1"
"3099","2015-01-17 14:18:12","2015-01-17 15:09:51","143","EF - North Point Park","42.369885","-71.069957","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1313","Subscriber",\N,"0"
"290","2015-01-17 14:18:49","2015-01-17 14:23:39","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","107","Ames St at Main St","42.3625","-71.08822","1093","Subscriber","1987","1"
"2966","2015-01-17 14:20:20","2015-01-17 15:09:46","143","EF - North Point Park","42.369885","-71.069957","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","717","Subscriber",\N,"0"
"537","2015-01-17 14:20:48","2015-01-17 14:29:46","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","674","Subscriber","1992","1"
"2856","2015-01-17 14:22:09","2015-01-17 15:09:46","143","EF - North Point Park","42.369885","-71.069957","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1079","Subscriber",\N,"0"
"337","2015-01-17 14:24:03","2015-01-17 14:29:41","107","Ames St at Main St","42.3625","-71.08822","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","857","Subscriber","1996","1"
"439","2015-01-17 14:25:03","2015-01-17 14:32:22","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","1297","Subscriber","1971","1"
"180","2015-01-17 14:29:49","2015-01-17 14:32:49","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","141","Kendall Street","42.363560158429884","-71.08216792345047","854","Customer","1989","1"
"1092","2015-01-17 14:35:32","2015-01-17 14:53:44","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","1296","Subscriber","1986","2"
"825","2015-01-17 14:41:35","2015-01-17 14:55:21","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1002","Subscriber","1990","2"
"181","2015-01-17 14:52:25","2015-01-17 14:55:27","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","1112","Subscriber","1988","1"
"587","2015-01-17 14:53:13","2015-01-17 15:03:01","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","751","Customer","1987","1"
"275","2015-01-17 14:53:30","2015-01-17 14:58:05","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","816","Subscriber","1956","1"
"7435","2015-01-17 14:55:40","2015-01-17 16:59:35","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1010","Subscriber",\N,"0"
"7395","2015-01-17 14:56:15","2015-01-17 16:59:31","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","642","Subscriber",\N,"0"
"645","2015-01-17 15:05:24","2015-01-17 15:16:10","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","862","Subscriber","1990","2"
"631","2015-01-17 15:06:13","2015-01-17 15:16:44","70","Harvard Kennedy School at Bennett St / Eliot St","42.371196","-71.121473","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","653","Customer","1957","2"
"504","2015-01-17 15:06:10","2015-01-17 15:14:34","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","857","Customer","1970","1"
"263","2015-01-17 15:07:35","2015-01-17 15:11:58","107","Ames St at Main St","42.3625","-71.08822","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1277","Subscriber","1986","2"
"415","2015-01-17 15:23:48","2015-01-17 15:30:44","140","Danehy Park","42.388966","-71.132788","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","750","Subscriber","1983","1"
"586","2015-01-17 15:25:20","2015-01-17 15:35:06","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","799","Subscriber","1986","2"
"627","2015-01-17 15:29:20","2015-01-17 15:39:47","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","865","Customer","1987","1"
"534","2015-01-17 15:32:00","2015-01-17 15:40:54","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","143","EF - North Point Park","42.369885","-71.069957","666","Customer","1979","1"
"229","2015-01-17 15:32:01","2015-01-17 15:35:50","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","1305","Customer","1990","1"
"222","2015-01-17 15:32:09","2015-01-17 15:35:52","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","659","Customer","1992","2"
"371","2015-01-17 15:34:02","2015-01-17 15:40:14","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","1076","Subscriber","1988","2"
"357","2015-01-17 15:37:01","2015-01-17 15:42:58","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","890","Subscriber","1974","1"
"481","2015-01-17 15:37:53","2015-01-17 15:45:54","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1296","Subscriber","1992","1"
"154","2015-01-17 15:51:10","2015-01-17 15:53:45","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","1007","Subscriber","1956","2"
"848","2015-01-17 15:52:39","2015-01-17 16:06:47","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1275","Customer","1984","1"
"1645","2015-01-17 15:52:39","2015-01-17 16:20:05","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","1303","Customer","1969","1"
"698","2015-01-17 15:55:39","2015-01-17 16:07:18","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","107","Ames St at Main St","42.3625","-71.08822","753","Customer","1984","1"
"429","2015-01-17 15:57:57","2015-01-17 16:05:06","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1111","Subscriber","1956","2"
"396","2015-01-17 15:58:14","2015-01-17 16:04:50","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","880","Subscriber","1986","1"
